PROTID,UniprotID,Name
m.5784,Q6PCB7,Long-chain fatty acid transport protein 1 OS=Homo sapiens GN=SLC27A1 PE=2 SV=1                 
m.5785,P45985,Dual specificity mitogen-activated protein kinase kinase 4 OS=Homo sapiens GN=MAP2K4 PE=1 SV=1                
m.5786,5247912,AGAP005842-PA OS=Anopheles gambiae GN=AGAP005842 PE=4 SV=3                      
m.5787,Q8IDX6,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1                
m.579,4596768,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633656 PE=4 SV=1                     
m.5790,Q9NP73,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 OS=Homo sapiens GN=ALG13 PE=1 SV=2                
m.5791,3267371,Predicted protein OS=Nematostella vectensis GN=v1g178601 PE=4 SV=1                     
m.5793,P01127,Platelet-derived growth factor subunit B OS=Homo sapiens GN=PDGFB PE=1 SV=1                  
m.5795,Q59022,Uncharacterized protein MJ1628 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1628 PE=4 SV=1      
m.5797,Q2YDR3,Inositol monophosphatase 3 OS=Danio rerio GN=impad1 PE=2 SV=1                    
m.5798,3686394,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_68793 PE=4 SV=1                    
m.58,P70191,TNF receptor-associated factor 5 OS=Mus musculus GN=Traf5 PE=1 SV=1                   
m.580,P05689,Cathepsin Z OS=Bos taurus GN=CTSZ PE=2 SV=2                     
m.5800,Q9UNW1,Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens GN=MINPP1 PE=1 SV=1                  
m.5801,P28799,Granulins OS=Homo sapiens GN=GRN PE=1 SV=2                      
m.5802,A4IGK4,RNA-binding protein 5 OS=Xenopus tropicalis GN=rbm5 PE=2 SV=1                    
m.5803,Q5SW96,Low density lipoprotein receptor adapter protein 1 OS=Homo sapiens GN=LDLRAP1 PE=1 SV=3                
m.5804,Q8VDJ3,Vigilin OS=Mus musculus GN=Hdlbp PE=1 SV=1                      
m.5808,F6R2G2,NLR family CARD domain-containing protein 4 OS=Xenopus tropicalis GN=nlrc4 PE=2 SV=2                 
m.5809,Q9HAT8,E3 ubiquitin-protein ligase pellino homolog 2 OS=Homo sapiens GN=PELI2 PE=1 SV=1                 
m.5810,Q8IXZ2,Zinc finger CCCH domain-containing protein 3 OS=Homo sapiens GN=ZC3H3 PE=1 SV=3                 
m.5811,Q64727,Vinculin OS=Mus musculus GN=Vcl PE=1 SV=4                      
m.5813,Q4GZT3,Polycystin-2 OS=Bos taurus GN=PKD2 PE=2 SV=1                      
m.5815,Q96RW7,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      
m.5819,Q00899,Transcriptional repressor protein YY1 OS=Mus musculus GN=Yy1 PE=1 SV=1                   
m.5820,P25490,Transcriptional repressor protein YY1 OS=Homo sapiens GN=YY1 PE=1 SV=2                   
m.5823,B4IAQ8,Serine/threonine-protein kinase PLK4 OS=Drosophila sechellia GN=SAK PE=3 SV=1                    
m.5828,Q9Z0R4,Intersectin-1 OS=Mus musculus GN=Itsn1 PE=1 SV=2                      
m.5830,Q32N90,MBT domain-containing protein 1 OS=Xenopus laevis GN=mbtd1 PE=2 SV=1                   
m.5833,Q17RW2,Collagen alpha-1(XXIV) chain OS=Homo sapiens GN=COL24A1 PE=2 SV=2                    
m.5838,Q3UJP5,Protein C8orf37 homolog OS=Mus musculus PE=1 SV=1                     
m.5839,3272239,Predicted protein OS=Nematostella vectensis GN=v1g241481 PE=4 SV=1                     
m.5840,Q97UU4,Uncharacterized protein SSO2899 OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) GN=SSO2899 PE=4 SV=1         
m.5842,O70165,Ficolin-1 OS=Mus musculus GN=Fcn1 PE=1 SV=1                      
m.5844,Q9JI08,Bridging integrator 3 OS=Mus musculus GN=Bin3 PE=2 SV=1                    
m.5845,4602373,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100636468 PE=4 SV=1                     
m.5848,O75379,Vesicle-associated membrane protein 4 OS=Homo sapiens GN=VAMP4 PE=1 SV=2                   
m.585,Q9DDT2,Phosphoinositide 3-kinase adapter protein 1 OS=Gallus gallus GN=PIK3AP1 PE=1 SV=1                  
m.5850,Q6DGP2,Pre-mRNA-splicing factor syf2 OS=Danio rerio GN=syf2 PE=2 SV=1                    
m.5851,Q8IVE3,Pleckstrin homology domain-containing family H member 2 OS=Homo sapiens GN=PLEKHH2 PE=2 SV=2                
m.5852,Q92503,SEC14-like protein 1 OS=Homo sapiens GN=SEC14L1 PE=1 SV=2                    
m.5853,Q9CYU6,Diphthamide biosynthesis protein 7 OS=Mus musculus GN=Dph7 PE=2 SV=1                   
m.5858,3281848,Predicted protein OS=Nematostella vectensis GN=v1g216030 PE=4 SV=1                     
m.5859,O88951,Protein lin-7 homolog B OS=Mus musculus GN=Lin7b PE=1 SV=2                   
m.5860,Q86VS3,IQ domain-containing protein H OS=Homo sapiens GN=IQCH PE=2 SV=2                   
m.5861,Q96AY4,Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4                   
m.5862,Q08331,Calretinin OS=Mus musculus GN=Calb2 PE=1 SV=3                      
m.5863,Q0VBU9,Phosphatidate phosphatase PPAPDC1A OS=Mus musculus GN=Ppapdc1a PE=2 SV=1                    
m.5868,Q05876,Tyrosine-protein kinase Fyn OS=Gallus gallus GN=FYN PE=1 SV=2                    
m.5869,Q92734,Protein TFG OS=Homo sapiens GN=TFG PE=1 SV=2                     
m.5870,P53621,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2                    
m.5876,Q5ZLX5,Zinc finger Ran-binding domain-containing protein 2 OS=Gallus gallus GN=ZRANB2 PE=2 SV=1                 
m.5879,3280879,Predicted protein OS=Nematostella vectensis GN=v1g214812 PE=4 SV=1                     
m.5881,P16580,Glutamine synthetase OS=Gallus gallus GN=GLUL PE=1 SV=1                     
m.5883,P48416,Cytochrome P450 10 OS=Lymnaea stagnalis GN=CYP10 PE=2 SV=1                    
m.5884,3275326,Predicted protein OS=Nematostella vectensis GN=v1g167250 PE=4 SV=1                     
m.5887,Q8R143,Pituitary tumor-transforming gene 1 protein-interacting protein OS=Mus musculus GN=Pttg1ip PE=1 SV=1                 
m.5889,Q96HA9,Peroxisomal membrane protein 11C OS=Homo sapiens GN=PEX11G PE=1 SV=1                   
m.589,Q674X7,Kazrin OS=Homo sapiens GN=KAZN PE=1 SV=2                      
m.5890,Q8NBZ7,UDP-glucuronic acid decarboxylase 1 OS=Homo sapiens GN=UXS1 PE=1 SV=1                   
m.5891,Q6PGV1,V-type proton ATPase subunit d 1 OS=Danio rerio GN=atp6v0d1 PE=1 SV=1                 
m.5892,P58374,60S ribosomal protein L30 OS=Branchiostoma belcheri GN=RPL30 PE=3 SV=1                   
m.5894,Q9QZR5,Homeodomain-interacting protein kinase 2 OS=Mus musculus GN=Hipk2 PE=1 SV=2                   
m.5898,Q9Y315,Putative deoxyribose-phosphate aldolase OS=Homo sapiens GN=DERA PE=1 SV=2                    
m.5899,Q8NDI1,EH domain-binding protein 1 OS=Homo sapiens GN=EHBP1 PE=1 SV=3                   
m.59,Q6UVY6,DBH-like monooxygenase protein 1 OS=Homo sapiens GN=MOXD1 PE=2 SV=1                   
m.590,Q6V0I7,Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2                    
m.5901,P16455,Methylated-DNA--protein-cysteine methyltransferase OS=Homo sapiens GN=MGMT PE=1 SV=1                     
m.5902,Q9VKA4,Probable G-protein coupled receptor CG31760 OS=Drosophila melanogaster GN=CG31760 PE=1 SV=2                  
m.5906,P35903,Achacin OS=Achatina fulica PE=1 SV=1                       
m.5908,P28648,CD63 antigen OS=Rattus norvegicus GN=Cd63 PE=1 SV=2                     
m.591,Q2EMV9,Poly [ADP-ribose] polymerase 14 OS=Mus musculus GN=Parp14 PE=1 SV=3                   
m.5911,B5DF89,Cullin-3 OS=Rattus norvegicus GN=Cul3 PE=1 SV=2                      
m.5912,Q8NHR9,Profilin-4 OS=Homo sapiens GN=PFN4 PE=1 SV=1                      
m.5914,Q5RAX0,RNA polymerase II-associated factor 1 homolog OS=Pongo abelii GN=PAF1 PE=2 SV=1                 
m.5915,Q8K2X3,CST complex subunit STN1 OS=Mus musculus GN=Obfc1 PE=1 SV=2                   
m.5919,E1C7U0,Stimulator of interferon genes protein OS=Gallus gallus GN=TMEM173 PE=3 SV=1                  
m.592,Q6IQE0,Poly(U)-binding-splicing factor PUF60-B OS=Danio rerio GN=puf60b PE=2 SV=2                    
m.5920,P78382,CMP-sialic acid transporter OS=Homo sapiens GN=SLC35A1 PE=2 SV=1                    
m.5921,Q8C6K9,Collagen alpha-6(VI) chain OS=Mus musculus GN=Col6a6 PE=1 SV=2                    
m.5922,Q66HY7,Eukaryotic translation initiation factor 4E type 3 OS=Danio rerio GN=eif4e3 PE=2 SV=1                
m.5923,P0DJ25,Ubiquitin-60S ribosomal protein L40 OS=Tetrahymena thermophila (strain SB210) GN=RPL40 PE=1 SV=1                 
m.5924,Q9Z0J0,Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=2 SV=1                   
m.5925,Q5I0M0,Histone-lysine N-methyltransferase SETMAR OS=Rattus norvegicus GN=Setmar PE=2 SV=1                    
m.5926,Q8RYE9,Haloacid dehalogenase-like hydrolase domain-containing protein At2g33255 OS=Arabidopsis thaliana GN=At2g33255 PE=2 SV=1                 
m.5931,Q149N8,E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens GN=SHPRH PE=1 SV=2                   
m.5932,3276180,Predicted protein OS=Nematostella vectensis GN=v1g243754 PE=4 SV=1                     
m.5934,Q8NBS3,Sodium bicarbonate transporter-like protein 11 OS=Homo sapiens GN=SLC4A11 PE=1 SV=2                  
m.5935,Q9QYK7,RING finger protein 11 OS=Mus musculus GN=Rnf11 PE=1 SV=1                   
m.5936,Q9D415,Disks large-associated protein 1 OS=Mus musculus GN=Dlgap1 PE=1 SV=3                   
m.5937,Q5E9P6,Seipin OS=Bos taurus GN=BSCL2 PE=2 SV=1                      
m.5938,P41731,CD63 antigen OS=Mus musculus GN=Cd63 PE=1 SV=2                     
m.5940,O14111,Phosphatidylserine decarboxylase proenzyme 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=psd3 PE=3 SV=2              
m.5946,Q08DM7,Neuronal-specific septin-3 OS=Bos taurus GN=SEPT3 PE=2 SV=3                     
m.5947,Q32L40,T-complex protein 1 subunit alpha OS=Bos taurus GN=TCP1 PE=1 SV=1                  
m.5948,Q8VDI9,Alpha-12-mannosyltransferase ALG9 OS=Mus musculus GN=Alg9 PE=2 SV=1                           
m.595,Q99MD6,Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3                    
m.5953,Q9Y4G6,Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4                      
m.5955,O75445,Usherin OS=Homo sapiens GN=USH2A PE=1 SV=3                      
m.5957,O97790,TBC1 domain family member 1 OS=Bos taurus GN=TBC1D1 PE=2 SV=2                  
m.5958,51730564,Uncharacterized protein OS=Xiphophorus maculatus PE=4 SV=1                      
m.5959,Q8BG58,Transmembrane prolyl 4-hydroxylase OS=Mus musculus GN=P4htm PE=2 SV=1                    
m.5961,P05165,Propionyl-CoA carboxylase alpha chain mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4                           
m.5962,P35433,Amidophosphoribosyltransferase OS=Rattus norvegicus GN=Ppat PE=1 SV=1                      
m.5963,3278323,Predicted protein OS=Nematostella vectensis GN=v1g244954 PE=4 SV=1                     
m.5966,Q9CZ28,Vacuolar-sorting protein SNF8 OS=Mus musculus GN=Snf8 PE=2 SV=1                    
m.5968,Q8R1F9,Ribonuclease P protein subunit p40 OS=Mus musculus GN=Rpp40 PE=2 SV=2                  
m.5969,3280427,Predicted protein OS=Nematostella vectensis GN=v1g246084 PE=4 SV=1                     
m.5970,5573904,Uncharacterized protein C20orf152 (Fragment) OS=Hydra vulgaris GN=C20orf152 PE=2 SV=1                   
m.5971,Q69ZX6,MORC family CW-type zinc finger protein 2A OS=Mus musculus GN=Morc2a PE=1 SV=2                
m.5972,Q9Y4D8,Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens GN=HECTD4 PE=1 SV=5                  
m.5975,Q9H2U1,Probable ATP-dependent RNA helicase DHX36 OS=Homo sapiens GN=DHX36 PE=1 SV=2                  
m.5976,Q9GR88,Eukaryotic peptide chain release factor subunit 1 OS=Polyandrocarpa misakiensis GN=ERF1 PE=2 SV=1                
m.5979,A8X3A7,Integrin alpha pat-2 OS=Caenorhabditis briggsae GN=pat-2 PE=3 SV=2                    
m.5980,Q6NYU7,Uracil phosphoribosyltransferase homolog OS=Danio rerio GN=uprt PE=2 SV=1                    
m.5981,Q5RC61,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Pongo abelii GN=SH3BGRL3 PE=3 SV=1                 
m.5983,Q90839,Dickkopf-related protein 3 OS=Gallus gallus GN=DKK3 PE=2 SV=1                    
m.5986,51638381,Uncharacterized protein OS=Oreochromis niloticus PE=4 SV=1                      
m.5987,Q6ZVX9,Progestin and adipoQ receptor family member 9 OS=Homo sapiens GN=PAQR9 PE=2 SV=1                
m.5988,O54965,E3 ubiquitin-protein ligase RNF13 OS=Mus musculus GN=Rnf13 PE=1 SV=2                   
m.5989,O60841,Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4                  
m.599,Q9CQ22,Ragulator complex protein LAMTOR1 OS=Mus musculus GN=Lamtor1 PE=1 SV=1                   
m.5993,Q9V5E1,Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1 OS=Drosophila melanogaster GN=Pal1 PE=1 SV=1                   
m.5994,Q96M96,FYVE RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=1 SV=2                           
m.5995,3269202,Predicted protein OS=Nematostella vectensis GN=v1g239748 PE=4 SV=1                     
m.5996,Q9JLC8,Sacsin OS=Mus musculus GN=Sacs PE=1 SV=2                      
m.5997,Q1L5Z9,LON peptidase N-terminal domain and RING finger protein 2 OS=Homo sapiens GN=LONRF2 PE=2 SV=3              
m.60,Q9ERQ8,Carbonic anhydrase 7 OS=Mus musculus GN=Ca7 PE=1 SV=2                    
m.600,Q13255,Metabotropic glutamate receptor 1 OS=Homo sapiens GN=GRM1 PE=1 SV=3                   
m.6001,Q6V1P9,Protocadherin-23 OS=Homo sapiens GN=DCHS2 PE=2 SV=1                      
m.6004,Q07864,DNA polymerase epsilon catalytic subunit A OS=Homo sapiens GN=POLE PE=1 SV=5                 
m.6006,P40926,Malate dehydrogenase mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3                           
m.6009,P55011,Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1                 
m.601,P21329,RNA-directed DNA polymerase from mobile element jockey OS=Drosophila funebris GN=jockey\pol PE=1 SV=1                
m.6016,Q8IS44,Dopamine D2-like receptor OS=Drosophila melanogaster GN=D2R PE=2 SV=1                    
m.6017,3275264,Predicted protein OS=Nematostella vectensis GN=v1g243272 PE=4 SV=1                     
m.6018,3678217,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_121594 PE=4 SV=1                    
m.6019,Q5NDE7,Protein O-linked-mannose beta-14-N-acetylglucosaminyltransferase 2 OS=Xenopus laevis GN=pomgnt2 PE=2 SV=1                           
m.6021,O70277,Tripartite motif-containing protein 3 OS=Rattus norvegicus GN=Trim3 PE=1 SV=1                   
m.6023,3273915,Predicted protein OS=Nematostella vectensis GN=v1g242477 PE=4 SV=1                     
m.6024,A5A6P2,Acid ceramidase OS=Pan troglodytes GN=ASAH1 PE=2 SV=1                     
m.6025,Q8CFN2,Cell division control protein 42 homolog OS=Rattus norvegicus GN=Cdc42 PE=1 SV=2                 
m.6026,P49916,DNA ligase 3 OS=Homo sapiens GN=LIG3 PE=1 SV=2                    
m.6027,Q06518,Nitric oxide synthase inducible OS=Rattus norvegicus GN=Nos2 PE=1 SV=2                           
m.6028,Q9FWW9,Flavin-containing monooxygenase FMO GS-OX-like 2 OS=Arabidopsis thaliana GN=At1g12200 PE=2 SV=1                  
m.6031,Q5F4C0,Voltage-gated hydrogen channel 1 OS=Gallus gallus GN=HVCN1 PE=2 SV=1                   
m.6041,Q8CHN8,Mannan-binding lectin serine protease 1 OS=Rattus norvegicus GN=Masp1 PE=1 SV=2                  
m.6042,Q00685,Complement C3 (Fragment) OS=Lampetra japonica GN=C3 PE=2 SV=1                    
m.6043,Q9H477,Ribokinase OS=Homo sapiens GN=RBKS PE=1 SV=1                      
m.6044,P11645,Uricase OS=Oryctolagus cuniculus GN=UOX PE=2 SV=1                      
m.6045,4492724,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.6046,Q9CW42,MOSC domain-containing protein 1 mitochondrial OS=Mus musculus GN=Marc1 PE=1 SV=2                           
m.6048,Q9N294,Beta-13-galactosyltransferase 5 (Fragment) OS=Pan paniscus GN=B3GALT5 PE=3 SV=1                           
m.6049,Q6IQ20,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2                    
m.6050,Q99M87,DnaJ homolog subfamily A member 3 mitochondrial OS=Mus musculus GN=Dnaja3 PE=1 SV=1                           
m.6053,Q9H8H2,Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2                  
m.6055,Q5TYV4,Spermatogenesis-defective protein 39 homolog OS=Danio rerio GN=vipas39 PE=2 SV=1                   
m.6056,Q3TT38,Uncharacterized protein C6orf106 homolog OS=Mus musculus GN=D17Wsu92e PE=2 SV=2                   
m.6057,3277240,Predicted protein OS=Nematostella vectensis GN=v1g244314 PE=4 SV=1                     
m.6058,Q8IDX6,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1                
m.606,P39790,Extracellular metalloprotease OS=Bacillus subtilis (strain 168) GN=mpr PE=1 SV=1                   
m.6060,Q9HAR2,Latrophilin-3 OS=Homo sapiens GN=LPHN3 PE=1 SV=2                      
m.6062,Q4R5E4,Phosphoglucomutase-1 OS=Macaca fascicularis GN=PGM1 PE=2 SV=3                      
m.6066,Q99N42,Thymidine phosphorylase OS=Mus musculus GN=Tymp PE=2 SV=1                     
m.6067,Q5FVR2,Thymidine phosphorylase OS=Rattus norvegicus GN=Tymp PE=2 SV=1                     
m.6069,E7FAM5,E3 ubiquitin-protein ligase TRIM71 OS=Danio rerio GN=trim71 PE=2 SV=1                   
m.6070,Q2QLA2,Cortactin-binding protein 2 OS=Equus caballus GN=CTTNBP2 PE=3 SV=1                    
m.6071,Q5REX6,CDK5 regulatory subunit-associated protein 3 OS=Pongo abelii GN=CDK5RAP3 PE=2 SV=1                  
m.6072,A7SL20,Ribosomal RNA processing protein 36 homolog OS=Nematostella vectensis GN=v1g245966 PE=3 SV=1                 
m.6073,Q8JHF4,MAGUK p55 subfamily member 5-A OS=Danio rerio GN=mpp5a PE=1 SV=2                  
m.6074,Q6ZPJ3,Ubiquitin-conjugating enzyme E2 O OS=Mus musculus GN=Ube2o PE=1 SV=3                   
m.6079,3285714,Predicted protein OS=Nematostella vectensis GN=v1g248578 PE=4 SV=1                     
m.6080,Q9M2G7,Lipid phosphate phosphatase delta OS=Arabidopsis thaliana GN=LPPD PE=2 SV=1                   
m.6081,3268756,Predicted protein OS=Nematostella vectensis GN=v1g239508 PE=4 SV=1                     
m.6082,4896374,Putative tick transposon (Fragment) OS=Rhipicephalus pulchellus PE=2 SV=1                    
m.6085,B2GV06,Succinyl-CoA:3-ketoacid coenzyme A transferase 1 mitochondrial OS=Rattus norvegicus GN=Oxct1 PE=1 SV=1                           
m.6088,Q13620,Cullin-4B OS=Homo sapiens GN=CUL4B PE=1 SV=4                      
m.609,Q8WV93,Lactation elevated protein 1 OS=Homo sapiens GN=LACE1 PE=2 SV=2                   
m.6092,Q8VI56,Low-density lipoprotein receptor-related protein 4 OS=Mus musculus GN=Lrp4 PE=1 SV=3                  
m.6093,P26369,Splicing factor U2AF 65 kDa subunit OS=Mus musculus GN=U2af2 PE=1 SV=3                 
m.6094,Q24562,Splicing factor U2AF 50 kDa subunit OS=Drosophila melanogaster GN=U2af50 PE=2 SV=1                 
m.6096,O19071,Alpha-16-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Sus scrofa GN=MGAT2 PE=3 SV=1                           
m.6098,Q3T075,Syntaxin-8 OS=Bos taurus GN=STX8 PE=2 SV=1                      
m.6099,Q5IS51,Neuronal acetylcholine receptor subunit alpha-5 OS=Pan troglodytes GN=CHRNA5 PE=2 SV=1                  
m.6100,P27080,ADPATP carrier protein OS=Chlamydomonas reinhardtii GN=ABT PE=1 SV=1                           
m.6103,Q5SWK7,RING finger protein 145 OS=Mus musculus GN=Rnf145 PE=2 SV=1                   
m.6104,Q8IUS5,Epoxide hydrolase 4 OS=Homo sapiens GN=EPHX4 PE=2 SV=2                    
m.6105,P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2                   
m.6106,Q4H4B6,Protein scribble homolog OS=Danio rerio GN=scrib PE=1 SV=1                    
m.6108,P57790,Kelch-like ECH-associated protein 1 OS=Rattus norvegicus GN=Keap1 PE=2 SV=1                   
m.611,Q96RW7,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      
m.6110,Q6TJY3,Ribosomal protein S6 kinase beta-1 OS=Bos taurus GN=RPS6KB1 PE=2 SV=1                  
m.6111,Q29448,Hydroxymethylglutaryl-CoA lyase mitochondrial OS=Bos taurus GN=HMGCL PE=2 SV=2                           
m.6112,O95376,E3 ubiquitin-protein ligase ARIH2 OS=Homo sapiens GN=ARIH2 PE=1 SV=1                   
m.6115,Q9VVY3,Glycogen-binding subunit 76A OS=Drosophila melanogaster GN=Gbs-76A PE=1 SV=1                    
m.6118,Q9H2A2,Aldehyde dehydrogenase family 8 member A1 OS=Homo sapiens GN=ALDH8A1 PE=1 SV=1                 
m.612,Q0VCX2,78 kDa glucose-regulated protein OS=Bos taurus GN=HSPA5 PE=2 SV=1                   
m.6120,Q15269,Periodic tryptophan protein 2 homolog OS=Homo sapiens GN=PWP2 PE=1 SV=2                  
m.6121,4785826,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10028476 PE=4 SV=1                     
m.6127,Q8WU66,Thrombospondin-type laminin G domain and EAR repeat-containing protein OS=Homo sapiens GN=TSPEAR PE=1 SV=2               
m.6128,C0HBT3,E3 ubiquitin-protein ligase rnf146 OS=Salmo salar GN=rnf146 PE=2 SV=1                   
m.6129,Q9Z1M8,Protein Red OS=Mus musculus GN=Ik PE=1 SV=2                     
m.613,P41755,NAD-specific glutamate dehydrogenase OS=Achlya klebsiana PE=3 SV=1                     
m.6130,Q6BWA5,Inorganic pyrophosphatase OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 83 / IGC 2968) GN=IPP1 PE=3 SV=1      
m.6131,Q5HZT0,Decapping and exoribonuclease protein OS=Xenopus laevis GN=dxo PE=2 SV=1                   
m.6132,Q61858,G patch domain and ankyrin repeat-containing protein 1 OS=Mus musculus GN=Gpank1 PE=2 SV=2               
m.6133,Q9VCA2,Organic cation transporter protein OS=Drosophila melanogaster GN=Orct PE=1 SV=1                   
m.6135,Q6WYY1,Protocadherin-11 X-linked OS=Pan paniscus GN=PCDH11X PE=3 SV=1                     
m.6137,Q9ERG2,Striatin-3 OS=Mus musculus GN=Strn3 PE=1 SV=1                      
m.6140,Q9LQV2,RNA-dependent RNA polymerase 1 OS=Arabidopsis thaliana GN=RDR1 PE=2 SV=1                   
m.6141,Q6C5G5,Histone-lysine N-methyltransferase H3 lysine-36 specific OS=Yarrowia lipolytica (strain CLIB 122 / E 150) GN=set-2 PE=3 SV=1                           
m.6142,Q99941,Cyclic AMP-dependent transcription factor ATF-6 beta OS=Homo sapiens GN=ATF6B PE=1 SV=2                 
m.6143,42390557,Methyltransferase type 11 OS=Chlorobium phaeobacteroides (strain BS1) GN=Cphamn1_1057 PE=4 SV=1                  
m.6149,Q63617,Hypoxia up-regulated protein 1 OS=Rattus norvegicus GN=Hyou1 PE=1 SV=1                   
m.6153,P12021,Apomucin (Fragment) OS=Sus scrofa PE=1 SV=2                      
m.6154,ETN65527,frazzled protein [Anopheles darlingi]                        
m.6156,Q9Y6N1,Cytochrome c oxidase assembly protein COX11 mitochondrial OS=Homo sapiens GN=COX11 PE=1 SV=3                           
m.6158,3283519,Predicted protein OS=Nematostella vectensis GN=v1g247692 PE=4 SV=1                     
m.616,P35032,Trypsin-2 (Fragment) OS=Salmo salar PE=2 SV=1                      
m.6161,P47941,Crk-like protein OS=Mus musculus GN=Crkl PE=1 SV=2                     
m.6162,5719333,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_169005 PE=4 SV=1                     
m.6163,3275002,Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1                     
m.6164,Q9W6G7,DNA polymerase subunit gamma-2 mitochondrial OS=Xenopus laevis GN=polg2 PE=1 SV=1                           
m.6168,Q9BXM7,Serine/threonine-protein kinase PINK1 mitochondrial OS=Homo sapiens GN=PINK1 PE=1 SV=1                           
m.617,O88572,Low-density lipoprotein receptor-related protein 6 OS=Mus musculus GN=Lrp6 PE=1 SV=1                  
m.6171,Q9UQB3,Catenin delta-2 OS=Homo sapiens GN=CTNND2 PE=1 SV=3                     
m.6173,Q8IVI9,Nostrin OS=Homo sapiens GN=NOSTRIN PE=1 SV=2                      
m.6174,P0CB50,Peroxiredoxin-1 OS=Gallus gallus GN=PRDX1 PE=1 SV=1                      
m.6175,B2RVL6,Zinc finger CCHC domain-containing protein 24 OS=Mus musculus GN=Zcchc24 PE=1 SV=1                 
m.6176,8773545,Uncharacterized protein OS=Emiliania huxleyi CCMP1516 GN=EMIHUDRAFT_455141 PE=4 SV=1                    
m.6177,Q5RB83,Phosphoserine phosphatase OS=Pongo abelii GN=PSPH PE=2 SV=1                     
m.618,Q21642,Heme transporter hrg-1 OS=Caenorhabditis elegans GN=hrg-1 PE=1 SV=2                    
m.6180,Q90474,Heat shock protein HSP 90-alpha 1 OS=Danio rerio GN=hsp90a.1 PE=1 SV=3                 
m.6185,P62332,ADP-ribosylation factor 6 OS=Rattus norvegicus GN=Arf6 PE=1 SV=2                    
m.6186,Q3SYW2,Complement C2 OS=Bos taurus GN=C2 PE=2 SV=1                     
m.6188,3282979,Predicted protein OS=Nematostella vectensis GN=v1g247432 PE=4 SV=1                     
m.619,4599180,Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1                      
m.6190,O14974,Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1                 
m.6192,Q9ULV4,Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1                      
m.6193,P47820,Angiotensin-converting enzyme OS=Rattus norvegicus GN=Ace PE=2 SV=1                     
m.6196,O97827,Latrophilin-3 OS=Bos taurus GN=LPHN3 PE=2 SV=1                      
m.6197,P23098,Dynein beta chain ciliary OS=Tripneustes gratilla PE=1 SV=1                           
m.6198,3281457,Predicted protein OS=Nematostella vectensis GN=v1g246647 PE=4 SV=1                     
