Protein,Len,NN,NN,NN,ON,ON,ON,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot
m.9225,304,0,0,0,1,0,0,0.214,0.2534,1,0.536989,0.635679,N-acetylneuraminate lyase OS=Pongo abelii GN=NPL PE=2 SV=1,Q5RDY1
m.9226,462,38,37,24,44,47,32,0.442,3.2332,0,0,0.603204,"Trifunctional enzyme subunit beta, mitochondrial OS=Bos taurus GN=HADHB PE=2 SV=1",O46629
m.923,391,2,5,31,9,14,2,-0.203,-0.8128,0.000281,0.66178,0.000012,Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1,Q9WV92
m.924,786,17,18,13,13,23,2,-0.001,-0.0044,0.991048,0.690218,0.333987,Integrin beta-1 OS=Ovis aries GN=ITGB1 PE=2 SV=1,B0FYY4
m.9242,256,12,17,25,28,10,20,0.288,1.4964,0.000001,0,0.662395,m.9242,
m.925,826,58,89,74,100,108,73,0.469,5.0519,0,0,0.59214,Transitional endoplasmic reticulum ATPase OS=Xenopus laevis GN=vcp PE=1 SV=3,P23787
m.9252,695,0,0,2,1,0,0,-0.105,-0.1273,0.869129,0.710876,0.164531,"Dynein intermediate chain 2, ciliary OS=Heliocidaris crassispina PE=2 SV=1",Q16959
m.9253,509,3,2,2,9,1,3,0.848,1.6407,0,0,0.653785,Y+L amino acid transporter 2 OS=Homo sapiens GN=SLC7A6 PE=1 SV=3,Q92536
m.9274,131,0,0,0,1,1,0,0.193,0.2201,1,0.568281,0.609798,Mitochondrial import inner membrane translocase subunit tim16-B OS=Xenopus laevis GN=pam16-b PE=2 SV=1,Q5M995
m.9279,376,5,8,6,0,5,4,-0.432,-1.1417,0,0.641992,0,Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4,P00920
m.9284,447,20,20,17,37,18,15,0.437,2.4977,0,0,0.617688,Protein kinase C-binding protein NELL2 OS=Xenopus tropicalis GN=nell2 PE=2 SV=1,A2VCU8
m.9290,1260,0,0,0,1,1,0,0.141,0.1674,1,0.609873,0.560551,m.9290,
m.9295,226,7,19,9,8,5,7,-0.361,-1.2898,0,0.635589,0,Nicotinamide mononucleotide adenylyltransferase 1 OS=Homo sapiens GN=NMNAT1 PE=1 SV=1,Q9HAN9
m.9299,205,31,43,43,34,33,12,-0.168,-1.1121,0,0.643409,0,Ras-related protein Rab-7a OS=Canis familiaris GN=RAB7A PE=2 SV=1,P18067
m.9302,366,0,0,0,0,3,2,1.012,1.2987,0.000098,0.000003,0.676173,Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1,Q7Z6M1
m.9312,311,11,10,9,10,8,9,0.134,0.4774,0.976427,0.247349,0.730338,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Xenopus tropicalis GN=coq9 PE=2 SV=1",Q5RJV0
m.9319,314,6,18,10,14,10,5,0.076,0.3182,1,0.464829,0.675692,Eukaryotic translation initiation factor 2 subunit 1 OS=Xenopus tropicalis GN=eif2s1 PE=2 SV=1,Q6GL89
m.9322,625,27,50,107,7,3,7,-2.171,-8.687,0,0.588981,0,m.9322,
m.9330,588,79,61,75,65,22,53,-0.192,-1.8053,0,0.617912,0,m.9330,
m.9331,568,0,0,0,3,3,2,1.306,1.7126,0,0,0.64985,Extended synaptotagmin-3 OS=Xenopus tropicalis GN=esyt3 PE=2 SV=1,Q5M7N9
m.9340,260,0,6,12,7,1,4,-0.26,-0.7164,0.001659,0.669522,0.000079,NADP-dependent malic enzyme OS=Mus musculus GN=Me1 PE=1 SV=2,P06801
m.9341,306,5,10,8,0,0,0,-1.942,-3.0236,0,0.598952,0,Chymotrypsin-like protease CTRL-1 OS=Homo sapiens GN=CTRL PE=2 SV=1,P40313
m.9342,193,6,11,16,30,17,39,1.2,6.0004,0,0,0.59057,Rho-related GTP-binding protein RhoC OS=Gallus gallus GN=RHOC PE=1 SV=1,Q9PSX7
m.9358,224,0,0,0,0,0,1,0.145,0.1645,1,0.611893,0.557533,Eukaryotic translation initiation factor 3 subunit K OS=Nematostella vectensis GN=v1g170558 PE=3 SV=1,A7SGZ5
m.9363,503,3,4,3,2,3,0,-0.292,-0.5564,0.02156,0.684367,0.001206,Uncharacterized protein YxaL OS=Bacillus subtilis (strain 168) GN=yxaL PE=1 SV=3,P42111
m.9366,437,5,4,3,3,2,0,-0.516,-1.0269,0.000003,0.647839,0,Actin-binding LIM protein 3 OS=Homo sapiens GN=ABLIM3 PE=1 SV=3,O94929
m.9386,745,5,5,8,8,5,5,0.231,0.6674,0.564229,0.059545,0.74021,Predicted protein OS=Nematostella vectensis GN=v1g248372 PE=4 SV=1,3285191
m.9389,756,0,0,2,0,0,0,-0.132,-0.1574,0.8074,0.71259,0.131569,Bifunctional protein NCOAT OS=Rattus norvegicus GN=Mgea5 PE=1 SV=1,Q8VIJ5
m.9399,268,17,29,14,15,2,13,-0.467,-2.0471,0,0.612285,0,Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1,Q27433
m.940,484,13,31,21,21,23,16,0.146,0.8254,0.157255,0.010468,0.724871,Bleomycin hydrolase OS=Gallus gallus GN=BLMH PE=1 SV=1,P87362
m.9408,224,2,7,0,0,0,0,-1.04,-1.5411,0,0.626157,0,Predicted protein OS=Nematostella vectensis GN=v1g238751 PE=4 SV=1,3267537
m.9411,328,11,13,9,0,2,1,-1.988,-3.677,0,0.595572,0,Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1,Q27433
m.9419,124,3,2,1,1,5,0,0.372,0.6611,0.584134,0.063177,0.740549,"Single-stranded DNA-binding protein, mitochondrial OS=Drosophila melanogaster GN=mtSSB PE=1 SV=2",P54622
m.9424,545,291,367,304,385,298,409,0.362,8.1962,0,0,0.589209,m.9424,
m.9431,161,12,40,19,43,23,32,0.568,3.7943,0,0,0.597495,40S ribosomal protein S17 OS=Bos taurus GN=RPS17 PE=2 SV=1,A5PK63
m.9432,802,12,16,16,5,5,9,-0.624,-2.3097,0,0.607798,0,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2,Q92626
m.9443,895,0,2,2,1,1,0,-0.427,-0.5523,0.022875,0.684776,0.001286,Eukaryotic translation initiation factor 3 subunit A OS=Nematostella vectensis GN=v1g190699 PE=3 SV=2,A7SK48
m.9447,704,5,8,7,14,13,5,0.708,2.4363,0,0,0.619558,Neural cell adhesion molecule 1 OS=Gallus gallus GN=NCAM1 PE=1 SV=3,P13590
m.9463,205,19,10,11,5,4,4,-0.887,-2.6576,0,0.603099,0,Apolipoprotein D OS=Homo sapiens GN=APOD PE=1 SV=1,P05090
m.9470,281,0,3,1,1,3,0,0.219,0.3409,1,0.436294,0.686863,Phosphoethanolamine N-methyltransferase 1 OS=Arabidopsis thaliana GN=NMT1 PE=2 SV=1,Q9FR44
m.9472,530,1,0,0,0,0,0,0.141,0.1592,1,0.615517,0.551934,Myocyte-specific enhancer factor 2A OS=Rattus norvegicus GN=Mef2a PE=1 SV=1,Q2MJT0
m.9474,609,4,4,2,5,4,4,0.488,1.1435,0.001822,0.000075,0.6894,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2",O76031
m.9478,1342,35,95,127,75,114,32,0.082,0.944,0.03853,0.002078,0.710608,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,Q9Y490
m.948,269,39,28,42,21,9,10,-0.774,-4.3485,0,0.59371,0,Chymotrypsin-like elastase family member 3B OS=Homo sapiens GN=CELA3B PE=1 SV=3,P08861
m.9482,331,0,0,5,1,6,0,0.349,0.6697,0.556989,0.05826,0.740079,Serine racemase OS=Bos taurus GN=SRR PE=2 SV=1,A0JNI4
m.9483,562,1,0,0,1,0,1,0.21,0.2343,1,0.555423,0.62131,Glypican-4 OS=Mus musculus GN=Gpc4 PE=2 SV=2,P51655
m.949,153,38,37,41,27,12,3,-0.783,-4.3274,0,0.593775,0,Tryptase-2 OS=Ovis aries PE=2 SV=1,Q9XSM2
m.9498,636,3,2,6,2,1,3,-0.432,-0.7845,0.000482,0.663956,0.000021,Predicted protein OS=Nematostella vectensis GN=v1g242619 PE=4 SV=1,3274122
m.951,473,2,7,5,3,1,6,-0.15,-0.3741,0.206122,0.702739,0.015053,Stromal membrane-associated protein 1 OS=Mus musculus GN=Smap1 PE=1 SV=1,Q91VZ6
m.9511,681,7,10,18,9,14,3,-0.068,-0.2656,0.498588,0.711213,0.050182,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Rattus norvegicus GN=Gfpt1 PE=1 SV=3,P82808
m.9527,577,0,0,0,2,2,0,0.812,1.0584,0.00738,0.00034,0.697855,Delta-1-pyrroline-5-carboxylate synthase OS=Pongo abelii GN=ALDH18A1 PE=2 SV=1,Q5R4M8
m.9546,175,9,20,14,5,5,9,-0.585,-2.0515,0,0.612197,0,Elongation factor 1-beta OS=Xenopus laevis GN=eef1b PE=1 SV=3,P30151
m.9547,523,2,2,0,4,0,2,0.607,0.9766,0.024733,0.001272,0.706826,PREDICTED: uncharacterized protein LOC102806858 [Saccoglossus kowalevskii],XP_006815478
m.9551,312,0,0,6,1,2,3,-0.079,-0.1454,0.833662,0.712039,0.144177,Tetratricopeptide repeat protein 38 OS=Danio rerio GN=ttc38 PE=3 SV=1,A3KPN8
m.9557,1256,0,0,0,1,2,1,0.451,0.5825,0.809786,0.123549,0.741561,Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3,P53992
m.9560,412,8,5,1,9,27,9,1.448,4.497,0,0,0.59385,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,Q90744
m.9561,429,15,19,32,29,22,28,0.413,2.4172,0,0,0.620165,Eukaryotic initiation factor 4A-II OS=Rattus norvegicus GN=Eif4a2 PE=1 SV=1,Q5RKI1
m.9566,251,9,11,11,7,9,6,-0.128,-0.4636,0.075404,0.693802,0.00471,Charged multivesicular body protein 2a OS=Danio rerio GN=chmp2a PE=2 SV=1,Q7ZW25
m.9571,451,0,0,2,0,0,0,-0.115,-0.1315,0.861291,0.711183,0.159668,Coagulation factor VIII OS=Canis familiaris GN=F8 PE=2 SV=1,O18806
m.9578,173,69,367,26,266,303,225,0.775,13.133,0,0,0.588656,Beta gamma crystallin isoform 10 (Fragment) OS=Montipora capitata PE=2 SV=1,3300831
m.9587,410,0,0,2,0,2,1,0.165,0.2153,1,0.572466,0.605742,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Takifugu rubripes GN=gpd1 PE=3 SV=1",O57656
m.9591,560,0,0,0,0,0,1,0.105,0.1212,1,0.638984,0.508643,Calcium homeostasis endoplasmic reticulum protein OS=Mus musculus GN=Cherp PE=1 SV=1,Q8CGZ0
m.9595,223,145,167,160,114,60,77,-0.411,-5.1803,0,0.592019,0,Peroxiredoxin-6 OS=Gallus gallus GN=PRDX6 PE=2 SV=3,Q5ZJF4
m.9596,217,0,0,0,1,1,1,0.286,0.3181,1,0.464951,0.67564,MOB kinase activator 1B OS=Mus musculus GN=Mob1b PE=1 SV=3,Q8BPB0
m.96,182,3,3,3,3,2,6,0.423,0.9045,0.063883,0.003667,0.715312,DAZ-associated protein 2 OS=Rattus norvegicus GN=Dazap2 PE=3 SV=1,P60486
m.9604,530,3,44,2,0,5,1,-1.763,-4.1089,0,0.594433,0,Cholinesterase OS=Oryctolagus cuniculus GN=BCHE PE=2 SV=1,P21927
m.9611,446,0,1,0,0,0,0,0.181,0.206,1,0.580343,0.597642,Protein casc4 OS=Xenopus laevis GN=casc4 PE=2 SV=1,Q32N32
m.9621,354,6,4,1,5,1,4,0.137,0.317,1,0.466294,0.675063,m.9621,
m.9628,960,7,2,14,34,7,6,0.954,3.5255,0,0,0.599734,Dihydropyrimidine dehydrogenase [NADP(+)] OS=Homo sapiens GN=DPYD PE=1 SV=2,Q12882
m.965,551,32,33,42,33,28,30,0.072,0.4931,0.962194,0.226324,0.73312,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Danio rerio GN=sdha PE=2 SV=2",Q7ZVF3
m.9652,236,36,39,41,24,16,34,-0.226,-1.5919,0,0.624409,0,Retinal dehydrogenase 1 OS=Oryctolagus cuniculus GN=ALDH1A1 PE=2 SV=1,Q8MI17
m.9656,549,0,0,2,0,0,1,-0.092,-0.1155,0.889427,0.709891,0.17863,Protein CBFA2T3 OS=Homo sapiens GN=CBFA2T3 PE=1 SV=2,O75081
m.9657,704,0,2,0,1,0,0,-0.14,-0.1708,0.775608,0.713011,0.118349,Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2,Q3UQ28
m.9666,288,113,125,52,20,0,46,-1.243,-8.9505,0,0.588858,0,m.9666,
m.9689,170,30,30,15,31,20,18,0.133,0.8073,0.188943,0.013089,0.727014,Prohibitin OS=Gallus gallus GN=PHB PE=1 SV=1,P84173
m.9699,450,7,23,17,24,9,27,0.48,2.515,0,0,0.617183,Tubulin alpha-1 chain OS=Aplysia californica PE=2 SV=1,Q8T6A5
m.9713,489,0,0,3,0,0,0,-0.386,-0.4981,0.048415,0.690263,0.002892,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Gallus gallus GN=HMGCS1 PE=1 SV=1",P23228
m.9718,140,327,488,575,687,367,114,0.06,1.6155,0,0,0.655217,Histone H2A OS=Acropora formosa PE=3 SV=2,P35061
m.972,503,0,0,0,0,1,0,0.19,0.2189,1,0.569335,0.608791,Angiopoietin-1 receptor OS=Homo sapiens GN=TEK PE=1 SV=2,Q02763
m.9723,684,0,0,169,0,0,0,-4.014,-5.9352,0,0.59057,0,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,Q8NDA2
m.9726,370,0,0,3,0,0,2,-0.038,-0.0519,0.964961,0.701117,0.26397,Nuclear inhibitor of protein phosphatase 1 OS=Mus musculus GN=Ppp1r8 PE=1 SV=1,Q8R3G1
m.9728,225,0,0,1,1,0,0,0.182,0.2114,1,0.575806,0.602384,m.9728,
m.9734,585,4,3,4,6,4,4,0.509,1.2761,0.000154,0.000005,0.677943,Exportin-1 OS=Rattus norvegicus GN=Xpo1 PE=1 SV=1,Q80U96
m.9738,222,61,193,72,23,38,78,-0.624,-6.2468,0,0.590034,0,Glutathione S-transferase OS=Blattella germanica PE=1 SV=3,O18598
m.9740,719,0,0,0,0,1,0,0.133,0.1607,1,0.614501,0.55353,Caspase domain-containing protein OS=Xenococcus sp. PCC 7305 GN=Xen7305DRAFT_00036030 PE=4 SV=1,24392921
m.9741,712,4,28,0,0,0,2,-2.015,-3.6338,0,0.595677,0,L-amino-acid oxidase OS=Pseudechis australis PE=1 SV=1,Q4JHE1
m.9753,748,0,1,3,1,5,2,0.698,1.1854,0.000868,0.000034,0.685566,Vesicle-fusing ATPase 1 OS=Drosophila melanogaster GN=comt PE=2 SV=1,P46461
m.9756,182,8,8,26,15,2,0,-0.664,-2.3194,0,0.607655,0,m.9756,
m.9774,382,8,13,4,23,12,10,0.843,3.4009,0,0,0.601092,"Alanine--glyoxylate aminotransferase 2, mitochondrial OS=Bos taurus GN=AGXT2 PE=2 SV=1",Q17QF0
m.9778,264,4,8,9,7,8,3,0.072,0.2302,1,0.559209,0.61806,m.9778,
m.9779,278,5,8,9,9,6,6,0.212,0.6669,0.5658,0.059827,0.740238,m.9779,
m.9787,693,0,0,0,0,0,1,0.264,0.3065,1,0.478917,0.669393,Protein ELYS OS=Xenopus laevis GN=ahctf1 PE=1 SV=1,Q5U249
m.9807,393,10,34,25,45,27,46,0.78,5.6361,0,0,0.591112,Putative glycosyltransferase OS=Micromonospora lupini str. Lupac 08 GN=MILUP08_30041 PE=4 SV=1,16955371
m.9808,239,0,0,0,0,0,1,0.282,0.2964,1,0.490716,0.663643,DnaJ homolog subfamily B member 2 OS=Mus musculus GN=Dnajb2 PE=1 SV=2,Q9QYI5
m.9816,202,48,27,33,37,12,14,-0.312,-1.9591,0,0.614143,0,m.9816,
m.983,610,3,8,2,1,1,3,-0.841,-1.5232,0,0.626788,0,Sodium- and chloride-dependent GABA transporter 2 OS=Homo sapiens GN=SLC6A13 PE=1 SV=3,Q9NSD5
m.9830,219,0,0,3,0,0,0,-0.381,-0.4783,0.062647,0.692293,0.003837,Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1,Q9Y5Z4
m.9853,405,0,0,2,1,4,1,0.605,0.9025,0.065476,0.003771,0.715553,Cytohesin-1 OS=Homo sapiens GN=CYTH1 PE=1 SV=1,Q15438
m.9855,546,1,1,2,7,7,4,1.824,3.3029,0,0,0.60229,Annexin A7 OS=Homo sapiens GN=ANXA7 PE=1 SV=3,P20073
m.9863,516,0,0,0,2,0,1,0.44,0.5692,0.840557,0.136651,0.741032,Pre-B-cell leukemia transcription factor 1 OS=Mus musculus GN=Pbx1 PE=1 SV=2,P41778
m.9865,419,1,16,3,9,15,18,0.968,3.7908,0,0,0.597519,Deleted in malignant brain tumors 1 protein OS=Oryctolagus cuniculus GN=Dmbt1 PE=1 SV=2,Q95218
m.9872,361,0,0,0,0,0,1,0.117,0.1351,1,0.630898,0.525112,Cathepsin O OS=Homo sapiens GN=CTSO PE=2 SV=1,P43234
m.9873,222,8,18,34,0,11,10,-0.784,-2.8809,0,0.600432,0,Glutathione S-transferase OS=Blattella germanica PE=1 SV=3,O18598
m.9878,617,0,0,0,0,1,0,0.11,0.1272,1,0.635562,0.515841,SEC23-interacting protein OS=Mus musculus GN=Sec23ip PE=2 SV=2,Q6NZC7
m.9881,429,0,0,0,16,1,1,2.082,3.3166,0,0,0.602117,Vacuolar protein sorting-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS1 PE=1 SV=2,P21576
m.9884,211,0,0,1,0,0,0,0.231,0.2651,1,0.525048,0.643871,"NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Canis familiaris GN=SIRT5 PE=3 SV=1",E2RDZ6
m.9886,890,10,13,9,12,5,3,-0.268,-0.8821,0.000071,0.65679,0.000003,m.9886,
m.9891,150,11,29,9,13,14,17,0.12,0.5801,0.81553,0.125851,0.741482,Calmodulin OS=Paxillus involutus GN=calA PE=2 SV=3,Q8X187
m.9912,268,0,0,0,0,1,0,0.118,0.1337,1,0.631738,0.523486,V-type proton ATPase subunit D OS=Pongo abelii GN=ATP6V1D PE=2 SV=1,Q5RCS8
m.9920,256,0,0,0,0,1,0,0.169,0.1977,0.999818,0.587118,0.590143,GMP synthase [glutamine-hydrolyzing] OS=Rattus norvegicus GN=Gmps PE=1 SV=1,Q4V7C6
m.9925,1408,1,0,0,1,1,1,0.201,0.229,1,0.560306,0.617097,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1,A2AN08
m.9927,451,0,0,3,4,0,0,0.397,0.6298,0.680745,0.083783,0.741718,Bifunctional 3_-phosphoadenosine 5_-phosphosulfate synthase OS=Urechis caupo PE=2 SV=1,Q27128
m.9935,160,0,4,8,0,4,5,-0.116,-0.2675,0.4927,0.711109,0.049233,Calcium-regulated heat stable protein 1 OS=Homo sapiens GN=CARHSP1 PE=1 SV=2,Q9Y2V2
m.9939,196,26,18,13,17,10,15,-0.076,-0.3769,0.200447,0.702474,0.014549,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1,Q9UBQ0
m.9952,327,0,0,2,0,0,0,-0.228,-0.2601,0.515792,0.711503,0.053012,Histone-lysine N-methyltransferase setd3 OS=Xenopus tropicalis GN=setd3 PE=2 SV=1,B7ZUF3
m.9955,392,0,0,0,0,1,0,0.136,0.1483,1,0.622693,0.540078,Hsp90 co-chaperone Cdc37 OS=Tetraodon fluviatilis GN=cdc37 PE=3 SV=1,Q9DGQ7
m.9956,418,1,2,3,0,0,2,-0.228,-0.3624,0.231074,0.703832,0.017329,BRO1 domain-containing protein BROX OS=Xenopus tropicalis GN=brox PE=2 SV=1,A4IIL4
m.9957,415,68,68,121,94,53,76,0.083,0.9091,0.060339,0.003438,0.714759,Phosphoglycerate kinase 1 OS=Pongo abelii GN=PGK1 PE=2 SV=4,Q5NVB5
m.9972,351,30,24,56,34,20,32,-0.024,-0.1723,0.771921,0.713046,0.116926,Cathepsin L OS=Drosophila melanogaster GN=Cp1 PE=2 SV=2,Q95029
m.9978,986,0,0,0,1,0,0,0.197,0.223,1,0.565713,0.612207,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1,Q8IDX6
m.9983,124,1,0,0,0,1,0,0.226,0.243,1,0.547189,0.628011,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,P13667
m.9986,274,19,17,7,11,16,22,0.358,1.7051,0,0,0.65025,Proteasome subunit beta type-4 OS=Bos taurus GN=PSMB4 PE=1 SV=1,Q3T108
m.9987,752,1,0,0,0,0,0,0.202,0.242,1,0.548149,0.627254,Lysine-specific histone demethylase 1A OS=Mus musculus GN=Kdm1a PE=1 SV=2,Q6ZQ88
m.9990,280,2,1,3,0,0,0,-0.556,-0.7457,0.000985,0.66707,0.000046,3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=1 SV=3,P25325
m.9992,283,1,4,3,4,2,0,0.081,0.1535,1,0.619316,0.545791,DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1,Q96GG9
symbB1.EST_k37c20_10084|m.23354,961,2,4,3,5,1,4,0.336,0.7382,0.349765,0.029002,0.734575,symbB1.EST_k37c20_10084 g.23354  ORF symbB1.EST_k37c20_10084 g.23354 symbB1.EST_k37c20_10084 m.23354 type:internal len:962 (+) symbB1.EST_k37c20_10084:3-2885(+),
symbB1.EST_k37c20_10131|m.23447,349,0,0,1,0,1,0,0.22,0.2413,1,0.548819,0.626722,symbB1.EST_k37c20_10131 g.23447  ORF symbB1.EST_k37c20_10131 g.23447 symbB1.EST_k37c20_10131 m.23447 type:5prime_partial len:349 (+) symbB1.EST_k37c20_10131:1-1047(+),
symbB1.EST_k37c20_10192|m.23590,575,5,8,6,4,6,0,-0.321,-0.8424,0.000158,0.659591,0.000007,symbB1.EST_k37c20_10192 g.23590  ORF symbB1.EST_k37c20_10192 g.23590 symbB1.EST_k37c20_10192 m.23590 type:5prime_partial len:575 (-) symbB1.EST_k37c20_10192:60-1784(-),
symbB1.EST_k37c20_1036|m.2331,146,27,29,26,16,6,14,-0.608,-3.0857,0,0.598381,0,symbB1.EST_k37c20_1036 g.2331  ORF symbB1.EST_k37c20_1036 g.2331 symbB1.EST_k37c20_1036 m.2331 type:complete len:146 (+) symbB1.EST_k37c20_1036:73-510(+),
symbB1.EST_k37c20_10425|m.24129,905,0,0,1,0,1,0,0.144,0.1739,0.999929,0.605246,0.567197,symbB1.EST_k37c20_10425 g.24129  ORF symbB1.EST_k37c20_10425 g.24129 symbB1.EST_k37c20_10425 m.24129 type:5prime_partial len:905 (+) symbB1.EST_k37c20_10425:1-2715(+),
symbB1.EST_k37c20_10443|m.24166,184,0,0,1,0,0,0,0.13,0.1463,1,0.62397,0.537853,symbB1.EST_k37c20_10443 g.24166  ORF symbB1.EST_k37c20_10443 g.24166 symbB1.EST_k37c20_10443 m.24166 type:5prime_partial len:184 (-) symbB1.EST_k37c20_10443:94-645(-),
symbB1.EST_k37c20_10467|m.24205,242,1,0,0,0,0,0,0.155,0.1872,0.999835,0.59535,0.580286,symbB1.EST_k37c20_10467 g.24205  ORF symbB1.EST_k37c20_10467 g.24205 symbB1.EST_k37c20_10467 m.24205 type:complete len:242 (+) symbB1.EST_k37c20_10467:77-802(+),
symbB1.EST_k37c20_10559|m.24436,112,5,5,6,3,2,0,-0.794,-1.5758,0,0.624956,0,symbB1.EST_k37c20_10559 g.24436  ORF symbB1.EST_k37c20_10559 g.24436 symbB1.EST_k37c20_10559 m.24436 type:3prime_partial len:113 (+) symbB1.EST_k37c20_10559:88-423(+),
symbB1.EST_k37c20_10706|m.24774,508,16,12,37,18,7,11,-0.359,-1.6534,0,0.622386,0,symbB1.EST_k37c20_10706 g.24774  ORF symbB1.EST_k37c20_10706 g.24774 symbB1.EST_k37c20_10706 m.24774 type:complete len:508 (-) symbB1.EST_k37c20_10706:205-1728(-),
symbB1.EST_k37c20_10757|m.24896,192,3,0,0,3,8,4,1.351,2.6368,0,0,0.613919,symbB1.EST_k37c20_10757 g.24896  ORF symbB1.EST_k37c20_10757 g.24896 symbB1.EST_k37c20_10757 m.24896 type:5prime_partial len:192 (-) symbB1.EST_k37c20_10757:69-644(-),
symbB1.EST_k37c20_10761|m.24906,1399,0,0,0,0,0,1,0.131,0.1458,1,0.624287,0.537295,symbB1.EST_k37c20_10761 g.24906  ORF symbB1.EST_k37c20_10761 g.24906 symbB1.EST_k37c20_10761 m.24906 type:3prime_partial len:1400 (-) symbB1.EST_k37c20_10761:2-4198(-),
symbB1.EST_k37c20_10763|m.24918,705,0,1,4,1,1,0,-0.564,-0.7108,0.00183,0.670001,0.000088,symbB1.EST_k37c20_10763 g.24918  ORF symbB1.EST_k37c20_10763 g.24918 symbB1.EST_k37c20_10763 m.24918 type:5prime_partial len:705 (+) symbB1.EST_k37c20_10763:1-2115(+),
symbB1.EST_k37c20_10931|m.25343,629,1,0,1,0,0,0,0.157,0.1807,0.999857,0.600259,0.573974,symbB1.EST_k37c20_10931 g.25343  ORF symbB1.EST_k37c20_10931 g.25343 symbB1.EST_k37c20_10931 m.25343 type:complete len:629 (-) symbB1.EST_k37c20_10931:77-1963(-),
symbB1.EST_k37c20_10940|m.25370,258,5,1,5,0,0,0,-1.196,-1.7517,0,0.619402,0,symbB1.EST_k37c20_10940 g.25370  ORF symbB1.EST_k37c20_10940 g.25370 symbB1.EST_k37c20_10940 m.25370 type:complete len:258 (-) symbB1.EST_k37c20_10940:77-850(-),
symbB1.EST_k37c20_10952|m.25393,404,7,6,8,3,4,1,-0.745,-1.7791,0,0.618628,0,symbB1.EST_k37c20_10952 g.25393  ORF symbB1.EST_k37c20_10952 g.25393 symbB1.EST_k37c20_10952 m.25393 type:complete len:404 (+) symbB1.EST_k37c20_10952:76-1287(+),
symbB1.EST_k37c20_11005|m.25482,479,0,0,0,6,0,0,1.279,1.9693,0,0,0.637398,symbB1.EST_k37c20_11005 g.25482  ORF symbB1.EST_k37c20_11005 g.25482 symbB1.EST_k37c20_11005 m.25482 type:5prime_partial len:479 (-) symbB1.EST_k37c20_11005:53-1489(-),
symbB1.EST_k37c20_11023|m.25500,171,17,29,1,0,16,0,-0.742,-2.554,0,0.60444,0,symbB1.EST_k37c20_11023 g.25500  ORF symbB1.EST_k37c20_11023 g.25500 symbB1.EST_k37c20_11023 m.25500 type:internal len:172 (+) symbB1.EST_k37c20_11023:3-515(+),
symbB1.EST_k37c20_11024|m.25501,785,5,5,3,5,0,12,0.559,1.4818,0.000002,0,0.663325,symbB1.EST_k37c20_11024 g.25501  ORF symbB1.EST_k37c20_11024 g.25501 symbB1.EST_k37c20_11024 m.25501 type:internal len:786 (+) symbB1.EST_k37c20_11024:2-2356(+),
symbB1.EST_k37c20_1104|m.2497,440,0,3,1,1,1,0,-0.394,-0.5173,0.037391,0.688304,0.002184,symbB1.EST_k37c20_1104 g.2497  ORF symbB1.EST_k37c20_1104 g.2497 symbB1.EST_k37c20_1104 m.2497 type:complete len:440 (+) symbB1.EST_k37c20_1104:55-1374(+),
